FW_idX,20160101,5.520065e+00
FW_idX,20160102,3.413293e+01
FW_idX,20160103,2.854939e+01
FW_idX,20160104,1.147611e+01
FW_idX,20160105,9.888146e+01
FW_idX,20160106,1.042928e+00
FW_idX,20160107,1.467946e+02
FW_idX,20160108,7.679175e+00
FW_idX,20160109,1.436594e+01
FW_idX,20160110,9.737863e+01
FW_idX,20160111,6.781220e+01
FW_idX,20160112,8.076916e+01
FW_idX,20160113,1.221413e+01
FW_idX,20160114,2.422296e+01
FW_idX,20160115,2.825265e+02
FW_idX,20160116,4.251632e+01
FW_idX,20160117,1.477894e+01
FW_idX,20160118,3.603775e+01
FW_idX,20160119,4.088218e+01
FW_idX,20160120,1.400579e+02
FW_idX,20160121,2.150477e+01
FW_idX,20160122,1.030558e+02
FW_idX,20160123,2.837727e+01
FW_idX,20160124,5.344441e+01
FW_idX,20160125,1.358159e+02
FW_idX,20160126,3.467333e+00
FW_idX,20160127,2.490298e+01
FW_idX,20160128,1.405689e+01
FW_idX,20160129,8.530884e+01
FW_idX,20160130,2.821115e+01
FW_idX,20160131,1.258788e+01
FW_idX,20160201,7.367947e+00
FW_idX,20160202,8.526610e+00
FW_idX,20160203,1.358999e+02
FW_idX,20160204,1.036937e+00
FW_idX,20160205,9.234619e+01
FW_idX,20160206,7.451759e+01
FW_idX,20160207,1.512081e+02
FW_idX,20160208,4.593996e+00
FW_idX,20160209,7.487678e+00
FW_idX,20160210,5.234627e+00
FW_idX,20160211,4.151099e+01
FW_idX,20160212,9.097833e+01
FW_idX,20160213,9.356332e+00
FW_idX,20160214,5.080816e+00
FW_idX,20160215,8.579025e+01
FW_idX,20160216,4.180287e-01
FW_idX,20160217,1.167818e+02
FW_idX,20160218,1.282934e+01
FW_idX,20160219,1.325604e+01
FW_idX,20160220,1.514893e+01
FW_idX,20160221,1.887008e+02
FW_idX,20160222,7.109755e+01
FW_idX,20160223,2.600456e+01
FW_idX,20160224,1.154554e+02
FW_idX,20160225,9.269779e+01
FW_idX,20160226,4.968201e+01
FW_idX,20160227,1.166401e+01
FW_idX,20160228,4.437261e+01
FW_idX,20160229,1.714589e+02
FW_idX,20160301,4.877175e+01
FW_idX,20160302,7.355227e+00
FW_idX,20160303,2.134047e+02
FW_idX,20160304,9.316683e+01
FW_idX,20160305,1.379091e+01
FW_idX,20160306,9.140389e+00
FW_idX,20160307,3.549697e+00
FW_idX,20160308,2.821340e+01
FW_idX,20160309,2.858163e-01
FW_idX,20160310,2.597126e+01
FW_idX,20160311,3.058206e+01
FW_idX,20160312,3.305587e+00
FW_idX,20160313,4.999853e+01
FW_idX,20160314,2.561456e+01
FW_idX,20160315,1.653632e+01
FW_idX,20160316,1.825815e+01
