FW_idX,20160101,8.086700e-02
FW_idX,20160102,9.387993e-02
FW_idX,20160103,9.065424e-02
FW_idX,20160104,8.610739e-02
FW_idX,20160105,8.936647e-02
FW_idX,20160106,1.061779e-01
FW_idX,20160107,1.069078e-01
FW_idX,20160108,9.228033e-02
FW_idX,20160109,9.223672e-02
FW_idX,20160110,8.783449e-02
FW_idX,20160111,8.179108e-02
FW_idX,20160112,8.757324e-02
FW_idX,20160113,8.259766e-02
FW_idX,20160114,8.538097e-02
FW_idX,20160115,9.385686e-02
FW_idX,20160116,8.244062e-02
FW_idX,20160117,8.354364e-02
FW_idX,20160118,9.292211e-02
FW_idX,20160119,1.048830e-01
FW_idX,20160120,8.857735e-02
FW_idX,20160121,8.888460e-02
FW_idX,20160122,7.196721e-02
FW_idX,20160123,7.869278e-02
FW_idX,20160124,7.939290e-02
FW_idX,20160125,9.184679e-02
FW_idX,20160126,8.777673e-02
FW_idX,20160127,8.707752e-02
FW_idX,20160128,9.013434e-02
FW_idX,20160129,8.009027e-02
FW_idX,20160130,1.138683e-01
FW_idX,20160131,8.428783e-02
FW_idX,20160201,7.930512e-02
FW_idX,20160202,9.474600e-02
FW_idX,20160203,7.522894e-02
FW_idX,20160204,9.888367e-02
FW_idX,20160205,9.751505e-02
FW_idX,20160206,8.557654e-02
FW_idX,20160207,9.376256e-02
FW_idX,20160208,7.897000e-02
FW_idX,20160209,8.283433e-02
FW_idX,20160210,9.543301e-02
FW_idX,20160211,7.991714e-02
FW_idX,20160212,9.231646e-02
FW_idX,20160213,9.303864e-02
FW_idX,20160214,1.009753e-01
FW_idX,20160215,9.783088e-02
FW_idX,20160216,8.034933e-02
FW_idX,20160217,1.018516e-01
FW_idX,20160218,8.184320e-02
FW_idX,20160219,8.580634e-02
FW_idX,20160220,1.064140e-01
FW_idX,20160221,8.920189e-02
FW_idX,20160222,8.849955e-02
FW_idX,20160223,8.292380e-02
FW_idX,20160224,1.002654e-01
FW_idX,20160225,7.532631e-02
FW_idX,20160226,1.057519e-01
FW_idX,20160227,9.114731e-02
FW_idX,20160228,8.182097e-02
FW_idX,20160229,8.641617e-02
FW_idX,20160301,1.014651e-01
FW_idX,20160302,8.118812e-02
FW_idX,20160303,8.522468e-02
