FW_idX,20160101,0
FW_idX,20160102,1
FW_idX,20160103,1
FW_idX,20160104,0
FW_idX,20160105,0
FW_idX,20160106,0
FW_idX,20160107,0
FW_idX,20160108,1
FW_idX,20160109,0
FW_idX,20160110,1
FW_idX,20160111,1
FW_idX,20160112,1
FW_idX,20160113,1
FW_idX,20160114,1
FW_idX,20160115,0
FW_idX,20160116,0
FW_idX,20160117,0
FW_idX,20160118,0
FW_idX,20160119,0
FW_idX,20160120,1
FW_idX,20160121,1
FW_idX,20160122,0
FW_idX,20160123,0
FW_idX,20160124,1
FW_idX,20160125,1
FW_idX,20160126,1
FW_idX,20160127,1
FW_idX,20160128,0
FW_idX,20160129,0
FW_idX,20160130,1
FW_idX,20160131,1
FW_idX,20160201,0
FW_idX,20160202,0
FW_idX,20160203,1
FW_idX,20160204,1
FW_idX,20160205,1
FW_idX,20160206,0
FW_idX,20160207,0
FW_idX,20160208,1
FW_idX,20160209,0
FW_idX,20160210,0
FW_idX,20160211,0
FW_idX,20160212,0
FW_idX,20160213,0
FW_idX,20160214,1
FW_idX,20160215,1
FW_idX,20160216,1
FW_idX,20160217,1
FW_idX,20160218,0
FW_idX,20160219,1
FW_idX,20160220,0
FW_idX,20160221,1
FW_idX,20160222,0
FW_idX,20160223,1
FW_idX,20160224,1
FW_idX,20160225,1
FW_idX,20160226,0
FW_idX,20160227,0
FW_idX,20160228,1
FW_idX,20160229,1
FW_idX,20160301,0
FW_idX,20160302,0
FW_idX,20160303,1
FW_idX,20160304,0
FW_idX,20160305,1
FW_idX,20160306,0
FW_idX,20160307,0
FW_idX,20160308,1
FW_idX,20160309,1
FW_idX,20160310,0
FW_idX,20160311,1
FW_idX,20160312,1
FW_idX,20160313,1
FW_idX,20160314,0
FW_idX,20160315,1
FW_idX,20160316,1
FW_idX,20160317,0
FW_idX,20160318,0
FW_idX,20160319,1
FW_idX,20160320,1
FW_idX,20160321,1
FW_idX,20160322,0
FW_idX,20160323,0
FW_idX,20160324,1
FW_idX,20160325,1
FW_idX,20160326,0
FW_idX,20160327,1
